cvalue(),jaccard(),loglikelihood(),mutual_expectation(),specific_frequency_biased_mutual_dependency(),tscore(),unigram_subtuples(),w_order(),w_tf_order(),specific_exponential_correlation(e=3.8),w_specific_exponential_correlation(e=1.15)
0.3246328578,0.1766549559,0.0511555906,0.3298475664,0.0083138754,0.3740945979,0.0331346403,0.0199113771,0.369446259,0.0063388571,0.1052639585
0.3244596011,0.1766046099,0.051145372,0.3296459689,0.0083001973,0.3738750384,0.0330983068,0.0199075267,0.369185012,0.0063477275,0.1053495592
0.3242816115,0.1765499174,0.0511377199,0.3294438407,0.0082864977,0.3736558941,0.0330635411,0.0199031568,0.3689249908,0.006358217,0.1054326465
0.3241009631,0.1764967816,0.0511287126,0.3292470004,0.0082727787,0.3734391061,0.0330303055,0.0198982819,0.3686681196,0.0063683542,0.1055171321
0.3239177471,0.176439448,0.0511183872,0.3290515171,0.0082609489,0.3732227303,0.0329966567,0.0198929158,0.3684086249,0.0063781472,0.1056029689
0.3237377108,0.176378034,0.0511067796,0.3288554908,0.0082490734,0.3730105526,0.0329626093,0.0198870723,0.3681522639,0.0063894902,0.105691998
0.3235589244,0.176320119,0.051093925,0.3286570916,0.0082371549,0.3727968876,0.0329281776,0.0198807644,0.367904582,0.0064004749,0.1057803926
0.3233832219,0.1762637712,0.0510817039,0.3284600967,0.0082251957,0.3725854913,0.0328933756,0.0198758518,0.3676598396,0.0064129563,0.1058681597
0.3232068873,0.1762034737,0.0510701014,0.3282608365,0.0082131983,0.3723726728,0.0328582166,0.0198704712,0.3674161594,0.0064250665,0.1059626157
0.3230335731,0.1761393353,0.0510572942,0.3280593912,0.0082011649,0.3721639176,0.0328227137,0.0198646355,0.3671771574,0.0064368138,0.1060581518
0.3228578508,0.1760732514,0.0510451044,0.3278576284,0.0081890976,0.3719537741,0.0327886694,0.0198583568,0.3669355798,0.0064482064,0.1061600994
0.3226798008,0.1760052789,0.0510335175,0.3276608917,0.0081769988,0.3717440715,0.0327578212,0.0198534186,0.3666986036,0.0064592521,0.1062629691
0.3224995011,0.1759372264,0.0510242726,0.3274655674,0.0081648704,0.3715348207,0.0327283378,0.0198480339,0.3664643833,0.0064717117,0.1063649736
0.3223204984,0.1758673676,0.0510138406,0.3272681692,0.0081527145,0.3713242967,0.0326984521,0.0198422148,0.3662328733,0.0064838129,0.1064643888
0.3221393427,0.1757974731,0.051005688,0.3270704875,0.008140533,0.3711177067,0.0326698953,0.0198376905,0.3660109005,0.0064955633,0.1065629874
0.3219561066,0.1757275508,0.0509963575,0.3268725496,0.0081283279,0.3709149729,0.0326409364,0.0198327285,0.3657999486,0.0065069706,0.1066675821
0.321769177,0.1756559251,0.0509909298,0.3266726985,0.0081161008,0.3707177032,0.0326115883,0.0198273403,0.365586296,0.0065180422,0.1067712786
0.3215836644,0.1755826455,0.0509843085,0.3264810016,0.0081038536,0.3705191147,0.032585197,0.0198215369,0.3653750312,0.0065287853,0.1068757555
0.3213979021,0.1755077601,0.0509781739,0.3262939762,0.0080915881,0.3703209098,0.0325583918,0.0198153293,0.3651644659,0.006539207,0.1069793331
0.3212102806,0.1754296819,0.0509708807,0.3261049902,0.0080793057,0.370128,0.0325311854,0.0198087279,0.3649562374,0.0065493142,0.1070869249
0.3210224813,0.1753484968,0.0509640758,0.3259157279,0.0080670083,0.3699354211,0.0325052082,0.019801743,0.364748691,0.0065607314,0.1071903333
0.3208345267,0.175267492,0.050956146,0.325726214,0.0080546972,0.3697431835,0.0324788306,0.0197943848,0.3645498396,0.0065718235,0.1072976599
0.3206432656,0.1751850847,0.0509487058,0.3255348865,0.0080423741,0.3695512973,0.0324520649,0.0197866628,0.3643499732,0.0065825975,0.1074040405
0.320453509,0.1750997453,0.0509401729,0.325343378,0.0080316113,0.369361343,0.0324249231,0.0197801577,0.3641538482,0.0065930599,0.10751263
0.3202667942,0.1750115523,0.0509305745,0.3251517108,0.0080208166,0.3691686244,0.0323974166,0.0197732848,0.3639582813,0.0066032174,0.1076202533
0.320076902,0.1749205821,0.0509214778,0.3249583656,0.0080099917,0.3689809301,0.0323695567,0.0197660538,0.3637709819,0.0066130762,0.1077269237
0.3198885042,0.1748284352,0.050914398,0.3247633998,0.0079991383,0.3687981577,0.0323428806,0.0197584737,0.3635856655,0.0066226425,0.1078357064
0.3197046058,0.1747351479,0.0509062644,0.3245668697,0.007988258,0.3686171839,0.032315851,0.0197505536,0.3634053256,0.0066319225,0.1079435183
0.3195221225,0.1746407554,0.0508986001,0.324370327,0.0079773525,0.3684379825,0.0322899761,0.0197437995,0.3632283637,0.0066409219,0.1080488749
0.3193410374,0.174545292,0.0508899114,0.324170823,0.0079679067,0.3682605279,0.0322652311,0.0197367013,0.3630547162,0.0066496466,0.1081518246
0.3191598643,0.1744487911,0.0508816925,0.3239713831,0.0079584179,0.3680803867,0.0322430611,0.0197292678,0.36288726,0.0066581023,0.1082568228
0.3189815327,0.1743527411,0.0508724774,0.3237749349,0.007948888,0.3679005485,0.0322234084,0.0197229631,0.3627244101,0.0066662944,0.1083609012
0.3188088765,0.1742556975,0.0508651744,0.3235756572,0.0079393186,0.367728233,0.0322062164,0.0197163194,0.3625646318,0.0066742284,0.108464072
0.3186389223,0.1741576916,0.0508568822,0.3233764901,0.0079297115,0.3675632817,0.0321885722,0.0197093452,0.3624078683,0.0066819094,0.1085663474
0.318468791,0.1740587537,0.0508476244,0.3231802794,0.0079200685,0.367399877,0.0321719033,0.0197020485,0.3622526479,0.0066893427,0.1086705707
0.3182999038,0.1739589134,0.0508374236,0.3229827659,0.0079103911,0.3672337889,0.0321547862,0.0196972429,0.3621045597,0.0066965332,0.1087766886
0.3181294664,0.1738581996,0.0508276922,0.3227895556,0.007900681,0.3670706521,0.0321386224,0.0196920923,0.361959284,0.0067034859,0.1088818693
0.3179602829,0.1737580177,0.0508197977,0.322603322,0.0078909396,0.3669090362,0.0321220143,0.0196893596,0.3618140145,0.0067102056,0.1089875027
0.317786879,0.173656999,0.0508123345,0.3224157337,0.0078811685,0.3667489201,0.0321049734,0.0196862608,0.361667398,0.006716697,0.1090922049
0.317614774,0.1735551704,0.0508039409,0.3222295416,0.0078713691,0.366591636,0.0320875105,0.019684157,0.361522182,0.0067229646,0.1092013992
0.3174452935,0.1734538988,0.0507959788,0.3220447295,0.0078615428,0.3664398144,0.0320709773,0.0196830262,0.3613756656,0.006729013,0.1093109548
0.3172757355,0.1733505225,0.0507871107,0.3218626102,0.0078516911,0.3662893603,0.0320540257,0.0196815182,0.3612305467,0.0067361751,0.1094208548
0.3171074318,0.1732464132,0.0507799911,0.3216791879,0.0078418153,0.3661363047,0.0320366662,0.0196796415,0.3610894398,0.006743109,0.1095297663
0.3169390628,0.1731415951,0.0507732767,0.3214945056,0.0078319167,0.3659859378,0.0320189093,0.0196774044,0.3609509622,0.0067498191,0.1096377023
0.3167719369,0.1730360919,0.0507682529,0.321311193,0.0078219965,0.3658369187,0.0320020587,0.0196761086,0.3608137734,0.0067563097,0.1097446759
0.3166047572,0.1729286442,0.050763601,0.3211330814,0.0078120559,0.3656892293,0.0319860961,0.0196757337,0.3606817032,0.0067625853,0.1098519822
0.3164337239,0.1728205737,0.0507580417,0.320957529,0.0078033675,0.3655403096,0.031969732,0.0196749886,0.3605559216,0.0067686499,0.1099596059
0.3162639742,0.1727144225,0.0507515953,0.3207844937,0.0077946446,0.365393978,0.0319542366,0.0196738812,0.3604350421,0.0067745077,0.110067532
0.3160954933,0.1726089078,0.0507442813,0.3206139344,0.0077858886,0.3652514393,0.0319383431,0.0196724194,0.3603139706,0.0067801627,0.1101782446
0.3159270278,0.1725027854,0.0507373573,0.3204433333,0.0077771009,0.3651126227,0.0319232997,0.0196706111,0.3601927203,0.0067868574,0.1102904371
0.3157598178,0.172398532,0.0507320437,0.3202751599,0.0077682827,0.3649762309,0.0319078614,0.0196684636,0.360070076,0.0067933411,0.1104003856
0.3155914138,0.1722936803,0.0507283066,0.3201105925,0.0077594353,0.3648422223,0.0318920377,0.0196659843,0.3599472938,0.0068008354,0.1105117824
0.315420646,0.1721894579,0.0507261128,0.3199459451,0.0077505601,0.3647117635,0.0318770452,0.0196631805,0.3598292141,0.0068081112,0.1106245887
0.3152499706,0.172085859,0.050723036,0.319783625,0.0077416582,0.3645871829,0.0318628674,0.0196600592,0.3597145495,0.0068151725,0.1107399638
0.3150782108,0.171981691,0.050720282,0.3196259689,0.0077327309,0.3644659921,0.031850675,0.0196590011,0.3596008626,0.0068220233,0.1108590324
0.3149054014,0.171876973,0.0507166671,0.3194681826,0.0077237793,0.3643469521,0.0318392505,0.0196587861,0.3594893179,0.0068286676,0.1109805319
0.3147327435,0.1717740582,0.0507145438,0.3193161154,0.0077148045,0.3642265249,0.0318297459,0.0196582297,0.3593775444,0.0068351091,0.1111055703
0.3145625608,0.1716706015,0.0507115666,0.3191638724,0.007706965,0.3641070625,0.0318209646,0.0196573389,0.3592643972,0.0068413517,0.1112305934
0.3143913704,0.1715666212,0.0507077531,0.3190091719,0.0076990902,0.3639874054,0.0318128922,0.0196561208,0.3591487647,0.0068473991,0.1113532972
0.314220343,0.1714644118,0.0507042594,0.3188532134,0.0076911812,0.3638687042,0.0318055147,0.019654582,0.3590329825,0.0068532547,0.1114759978
0.314049487,0.1713616861,0.0506999499,0.3187005493,0.0076832394,0.3637509473,0.0317976895,0.0196527294,0.3589193196,0.0068589222,0.1115998158
0.3138776906,0.1712607009,0.0506959615,0.3185500028,0.0076752659,0.3636374826,0.0317894261,0.0196505694,0.3588032613,0.0068666445,0.1117269598
0.3137094268,0.1711614278,0.0506922879,0.3183993197,0.0076672619,0.3635248987,0.0317829553,0.0196481084,0.3586859746,0.0068741581,0.1118562431
0.3135391271,0.1710616352,0.0506889229,0.3182496144,0.0076603302,0.3634120835,0.031776038,0.0196464542,0.3585685938,0.0068825684,0.1119876138
0.3133701221,0.1709613404,0.0506858605,0.3180997843,0.0076533568,0.3632979563,0.0317686836,0.0196455908,0.3584522212,0.006890764,0.1121199286
0.3132013126,0.1708605597,0.0506841789,0.3179541773,0.0076463432,0.3631836349,0.0317630694,0.0196444184,0.3583346762,0.0068987487,0.1122531599
0.3130327057,0.1707593095,0.0506817,0.3178094927,0.0076392905,0.3630723562,0.0317570102,0.0196450938,0.3582181405,0.0069076014,0.112388356
0.3128621749,0.1706576056,0.0506784399,0.3176678547,0.0076332667,0.3629598001,0.0317515822,0.0196454468,0.3581015346,0.0069173044,0.1125233359
0.3126908273,0.1705554635,0.0506744142,0.317529212,0.0076271935,0.3628491736,0.0317457149,0.0196476001,0.357982751,0.0069267818,0.1126580953
0.3125165901,0.1704518483,0.0506706881,0.3173903646,0.0076210724,0.3627393959,0.0317415169,0.0196494184,0.35786289,0.0069360377,0.1127978791
0.3123405727,0.1703467956,0.0506682976,0.3172534084,0.0076149045,0.3626273325,0.0317368727,0.0196509082,0.3577430218,0.0069471588,0.112939455
0.3121638542,0.1702403401,0.0506672165,0.3171162481,0.0076086913,0.3625161351,0.0317328247,0.019652076,0.3576272873,0.0069580412,0.113081746
0.3119885096,0.1701335408,0.0506674194,0.3169809467,0.0076024339,0.3624037432,0.0317283361,0.0196529277,0.3575145877,0.0069686889,0.1132247293
0.3118114712,0.1700264111,0.050667864,0.3168464589,0.0075961337,0.3622881525,0.0317234158,0.0196534697,0.3574038536,0.0069791058,0.1133673655
0.3116358105,0.1699209825,0.0506675364,0.3167107586,0.0075897919,0.3621734691,0.0317190819,0.0196547171,0.3572950537,0.0069892957,0.1135116713
0.3114585068,0.169816227,0.0506664513,0.3165748787,0.0075834096,0.3620576794,0.0317143217,0.0196556548,0.3571871557,0.0069992625,0.1136546012
0.3112805962,0.1697101502,0.0506656174,0.3164388308,0.0075769879,0.3619398179,0.0317091438,0.0196562887,0.357078161,0.0070090098,0.1137981609
0.3111011147,0.1696027838,0.0506650297,0.3163016401,0.0075705281,0.3618228896,0.0317045425,0.0196566244,0.3569700694,0.0070185412,0.1139423297
0.3109210812,0.1694951372,0.050663705,0.3161672508,0.0075640312,0.3617049263,0.0316995286,0.0196566678,0.3568628702,0.0070278603,0.1140861089
0.3107405169,0.1693881932,0.0506626285,0.316031733,0.0075574984,0.3615888683,0.0316950814,0.0196564243,0.3567536389,0.0070369706,0.1142275552
0.3105594422,0.1692819448,0.0506608319,0.3158951157,0.0075509305,0.3614717945,0.0316902265,0.0196558994,0.3566433842,0.0070458755,0.1143686322
0.3103778771,0.1691782981,0.0506583288,0.3157583842,0.0075443288,0.361353731,0.031684972,0.0196550985,0.3565330882,0.0070555349,0.1145083821
0.3101939426,0.1690772099,0.0506570312,0.3156205989,0.0075376943,0.3612375511,0.0316793256,0.0196540266,0.3564227581,0.0070649848,0.1146496701
0.3100076933,0.1689767538,0.0506559744,0.3154827296,0.0075310278,0.3611213415,0.0316742372,0.0196526891,0.3563161694,0.0070742285,0.1147924592
0.3098191828,0.1688750533,0.050654219,0.3153457208,0.0075243304,0.3610069798,0.0316687615,0.0196510909,0.3562085827,0.0070832694,0.1149357784
0.3096293919,0.1687739936,0.0506517779,0.3152086359,0.007517603,0.3608916534,0.0316638343,0.0196501651,0.3560990942,0.0070921107,0.1150786816
0.3094383548,0.168675411,0.0506505065,0.3150696412,0.0075108466,0.3607772291,0.0316585243,0.0196489781,0.3559877453,0.0071007556,0.1152211686
0.3092461048,0.1685756072,0.0506485545,0.3149324377,0.007504062,0.3606664401,0.0316528388,0.0196475347,0.3558754907,0.0071092073,0.1153641537
0.309051767,0.1684755179,0.0506477499,0.3147960921,0.0074972502,0.3605546869,0.0316467852,0.0196458397,0.3557650765,0.0071174689,0.1155058046
0.3088589945,0.1683751538,0.0506471706,0.314659695,0.007490412,0.3604428941,0.0316403704,0.0196438978,0.3556546729,0.0071255433,0.115647039
0.3086650856,0.1682736306,0.0506468127,0.3145223601,0.0074835482,0.3603310686,0.0316344959,0.0196417137,0.3555407076,0.0071334337,0.115787857
0.3084691832,0.168171863,0.050646672,0.3143849999,0.0074775477,0.3602209929,0.0316291521,0.0196392917,0.3554259152,0.0071411428,0.1159273707
0.3082722154,0.1680689791,0.0506458632,0.3142476219,0.0074715137,0.3601091149,0.0316234483,0.0196366365,0.3553076722,0.0071486737,0.1160664777
0.3080733365,0.1679667548,0.0506470238,0.3141102338,0.0074654469,0.3599972233,0.0316191416,0.0196346274,0.3551886725,0.007156029,0.1162043031
0.3078734601,0.1678660524,0.0506475117,0.3139737117,0.0074593485,0.3598870621,0.0316144693,0.0196332529,0.3550724114,0.0071632116,0.1163408626
0.3076726145,0.16776685,0.0506490643,0.3138380473,0.0074532192,0.3597794684,0.0316103008,0.0196325019,0.3549553955,0.0071702242,0.1164761719
0.3074716836,0.1676682693,0.0506499496,0.3136998063,0.0074470598,0.3596718327,0.031605771,0.0196323631,0.3548385005,0.0071770694,0.1166111027
0.3072706793,0.1675694541,0.0506510297,0.3135632934,0.0074408713,0.3595633108,0.0316025871,0.0196319754,0.35472088,0.00718375,0.1167456549
0.3070687687,0.167472102,0.0506514569,0.3134267962,0.0074346545,0.3594547683,0.0315990369,0.0196313432,0.3546017085,0.0071902684,0.116878984
0.3068659781,0.1673745155,0.0506529192,0.3132928364,0.0074284102,0.3593478877,0.0315959653,0.0196304709,0.3544810194,0.0071974655,0.1170111051
0.3066623329,0.1672767037,0.0506553984,0.3131605435,0.0074221392,0.3592393153,0.0315925318,0.0196293627,0.3543571805,0.0072044966,0.1171436974
0.3064586849,0.1671803283,0.0506572234,0.3130323745,0.0074158423,0.3591307394,0.0315887427,0.0196288493,0.354232733,0.0072113644,0.1172750932
0.3062534025,0.1670829068,0.0506592264,0.3129049808,0.0074095201,0.3590213446,0.0315854253,0.0196280997,0.3541093351,0.0072180712,0.1174061275
0.3060505995,0.1669852772,0.0506622191,0.3127808,0.0074031736,0.3589103354,0.0315833865,0.0196271179,0.3539828994,0.0072246196,0.1175359853
0.305848624,0.1668866385,0.050665375,0.3126549263,0.0073968033,0.3587985547,0.0315809855,0.0196259081,0.353854294,0.0072310119,0.11766549
0.3056466676,0.1667886203,0.0506702985,0.3125314138,0.0073904101,0.3586844136,0.0315790325,0.0196244743,0.3537267778,0.0072380545,0.1177954452
0.3054455379,0.1666896203,0.0506745642,0.3124094296,0.0073839946,0.3585687565,0.0315767216,0.0196228203,0.3535979435,0.0072449374,0.1179234424
0.305246023,0.1665912455,0.0506781835,0.3122889531,0.0073775575,0.3584508223,0.0315748518,0.0196209501,0.3534678198,0.0072516631,0.1180503017
0.3050449555,0.1664934898,0.050681167,0.3121691771,0.0073710995,0.3583322299,0.0315734157,0.0196188675,0.353339584,0.0072582341,0.1181768239
0.3048423715,0.1663947834,0.0506850893,0.312051659,0.0073646213,0.3582122143,0.0315716239,0.019616576,0.3532116462,0.0072646525,0.1183014451
0.3046414122,0.1662959237,0.0506883812,0.3119348127,0.0073581234,0.3580908052,0.0315694827,0.0196140795,0.3530840072,0.0072709208,0.1184265214
0.3044389745,0.1661992317,0.0506910531,0.3118194036,0.0073516066,0.3579680319,0.0315669981,0.0196113815,0.3529582105,0.0072770411,0.1185520394
0.3042396889,0.1661031432,0.0506946475,0.3117031145,0.0073450714,0.3578431571,0.031564176,0.0196084855,0.3528304004,0.0072830157,0.1186764536
0.3040404679,0.1660076523,0.050697627,0.3115859656,0.0073385185,0.3577185043,0.0315610221,0.0196061559,0.3527013776,0.0072888467,0.1188005379
0.303842831,0.1659112418,0.0507022691,0.3114679765,0.0073319484,0.3575918083,0.0315575422,0.0196036275,0.3525726797,0.0072945364,0.1189227806
0.3036475114,0.1658146821,0.0507062936,0.3113499174,0.0073253618,0.3574638596,0.0315537419,0.0196009037,0.3524443072,0.0073008375,0.1190454591
0.3034514963,0.1657187258,0.050711202,0.3112317946,0.0073187591,0.3573354304,0.0315496267,0.019597988,0.3523162604,0.0073069938,0.1191670694
0.3032555469,0.1656255893,0.0507162387,0.3111136146,0.007312141,0.357208016,0.031545202,0.0195956243,0.352187058,0.0073130075,0.1192891051
0.3030611423,0.1655322868,0.0507206656,0.3109953834,0.0073055081,0.3570793977,0.031541209,0.0195938037,0.3520596683,0.0073188807,0.1194130255
0.3028682655,0.1654417489,0.0507259544,0.3108771071,0.0072995917,0.356949601,0.0315369097,0.0195917863,0.351930412,0.0073246155,0.1195351392
0.3026768999,0.1653503035,0.0507306384,0.3107587915,0.0072936543,0.3568201032,0.0315323094,0.0195910277,0.3518000517,0.0073302138,0.1196561969
0.302487029,0.1652601334,0.0507347274,0.3106411639,0.0072876964,0.3566901837,0.0315281346,0.019590786,0.3516707753,0.0073356777,0.1197776534
0.3022972032,0.1651697884,0.0507389475,0.3105220681,0.0072817186,0.3565605715,0.0315243784,0.019590336,0.3515404205,0.007341009,0.1198980635
0.30210743,0.1650806992,0.0507425844,0.310403669,0.0072757216,0.3564305553,0.0315210344,0.0195896813,0.3514090105,0.0073462099,0.120020999
0.3019177164,0.1649928492,0.0507477695,0.310285253,0.0072697058,0.3563022691,0.0315173884,0.019588825,0.3512772754,0.007351282,0.1201435844
0.3017280696,0.1649055193,0.0507537748,0.310167528,0.0072636719,0.3561728793,0.0315134457,0.0195877706,0.3511473343,0.0073562274,0.1202651175
0.301540591,0.1648187048,0.0507591904,0.3100497898,0.0072576203,0.3560424091,0.0315099094,0.0195865213,0.3510177673,0.0073610478,0.1203870064
0.3013538662,0.1647324009,0.0507668004,0.309932737,0.0072515517,0.355909494,0.0315060793,0.0195850802,0.3508906548,0.0073657451,0.1205099342
0.3011692694,0.1646466032,0.0507738122,0.3098149852,0.0072454665,0.3557769355,0.0315019603,0.0195841398,0.3507638951,0.007370321,0.1206331899
0.3009854045,0.164561307,0.05078092,0.3096999744,0.0072393653,0.3556419941,0.0314982421,0.019583692,0.3506374877,0.0073747773,0.1207581328
0.3008002259,0.1644765078,0.0507874415,0.3095863048,0.0072332485,0.3555060741,0.0314942379,0.0195830487,0.3505127931,0.0073791157,0.1208826896
0.3006157904,0.1643928774,0.0507933858,0.3094726075,0.0072271167,0.3553691966,0.0314899525,0.0195835652,0.3503877608,0.0073833379,0.1210075375
0.3004320937,0.1643104007,0.0507994335,0.3093602312,0.0072216422,0.3552300385,0.0314853905,0.0195838794,0.3502644168,0.0073874456,0.1211306512
0.3002491315,0.1642270598,0.0508055828,0.309248492,0.0072161472,0.3550906442,0.0314805564,0.0195839945,0.3501394012,0.0073914403,0.1212553913
0.3000668995,0.1641441985,0.0508111684,0.3091373843,0.0072106323,0.3549516864,0.0314754546,0.019584577,0.3500147356,0.0073953238,0.1213784101
0.299884075,0.1640618127,0.0508168583,0.3090275618,0.007205098,0.3548131637,0.0314700896,0.0195849604,0.3498891009,0.0073990976,0.1215010483
0.299703295,0.1639792429,0.0508219954,0.3089183537,0.0071995449,0.354676385,0.0314644658,0.0195851478,0.3497625171,0.0074027632,0.1216246173
