lemma	variant	isabstract	lexicalunit.comment like '%<##s>%'
urządzenie biurowe	1	0	1
dysk twardy	1	0	0
maszynka elektryczna	2	0	1
urządzenie RTV	1	0	0
nadajnik radiowy	1	0	1
okręt liniowy	1	0	0
okręt podwodny	1	0	0
pistolet maszynowy	1	0	0
pociąg osobowy	1	0	0
prom kosmiczny	1	0	0
reaktor jądrowy	1	0	0
rower górski	1	0	0
samochód terenowy	1	0	0
samolot odrzutowy	1	0	1
samolot transportowy	1	0	1
silnik elektryczny	1	0	0
silnik wysokoprężny	1	0	0
system operacyjny	1	0	0
urządzenie nadawczo-odbiorcze	1	0	1
węzeł sanitarny	1	0	0
wózek inwalidzki	1	0	0
pojazd kosmiczny	1	0	0
system satelitarny	1	0	1
układ kierowniczy	1	0	0
sprzęt ratowniczy	1	0	0
kolektor słoneczny	1	0	0
znak nawigacyjny	1	0	0
aparat rentgenowski	1	0	0
wyrób cukierniczy	1	0	0
lebiodka majeranek	1	0	0
masa cukiernicza	1	0	0
ser żółty	1	0	0
lotnictwo wojskowe	2	0	0
układ scalony	1	0	0
egzemplarz obowiązkowy	1	0	0
handel wewnętrzny	1	0	0
handel zagraniczny	1	0	0
język angielski	1	0	0
język niemiecki	1	0	0
język rosyjski	1	0	0
kamień filozoficzny	1	0	0
profesor zwyczajny	1	0	0
przemysł ciężki	1	0	0
przemysł lekki	1	0	0
przemysł przetwórczy	1	0	0
przemysł spożywczy	1	0	0
rezonans magnetyczny	1	0	0
system gospodarczy	1	0	0
kryształ górski	1	0	0
metr kwadratowy	1	0	0
centrala telefoniczna	1	0	0
centrala telegraficzna	1	0	0
centrala międzymiastowa	1	0	0
roślina przyprawowa	1	0	0
roślina lecznicza	1	0	0
ser topiony	1	0	0
ser pleśniowy	1	0	0
ser biały	1	0	0
ptaszor jaskółczy	1	0	0
ryba słodkowodna	1	0	0
ryba wędrowna	1	0	0
ryba akwariowa	1	1	0
mniszek pospolity	1	0	0
kasza manna	1	0	0
narzędzie kary	1	0	1
broń drzewcowa	1	0	0
kolor karciany	1	0	0
przedmiot magiczny	1	0	0
wapień hipurytowy	1	0	0
sprzęt jeździecki	1	0	0
źródło ognia	1	1	0
sprzęt turystyczny	1	0	0
masa plastyczna	1	0	0
narzędzie rolnicze	1	0	1
narzędzie malarza	1	0	1
narzędzie rzemieślnicze	1	0	0
pistolet gazowy	1	0	0
tkanina dekoracyjna	1	0	1
ozdoba choinkowa	1	0	0
gra sportowa	1	1	0
sport wodny	1	0	0
sport walki	1	0	0
tenis stołowy	1	0	0
broń sportowa	1	0	0
zabieg leczniczy	1	0	0
taniec towarzyski	2	0	0
styl dowolny	1	0	0
arkusz kalkulacyjny	1	0	0
arkusz kalkulacyjny	2	0	0
dowód tożsamości	1	0	0
dowód osobisty	1	0	0
dowód rzeczowy	1	0	0
list motywacyjny	1	0	0
list otwarty	1	0	0
tytuł egzekucyjny	1	0	0
wyrok prawomocny	1	0	0
znak rozpoznawczy	1	0	0
rysunek techniczny	1	0	0
narzędzie kuchenne	1	1	0
naczynie kuchenne	1	0	1
osłona ciała	1	0	0
amunicja kulowa	1	0	0
gra w karty	1	0	1
dzień otwarty	1	0	0
narzędzie śmierci	1	0	1
bank hipoteczny	1	0	0
bank komercyjny	1	0	0
bilans płatniczy	1	0	0
bilans handlowy	1	0	0
dżdżownica ziemna	1	0	0
urząd skarbowy	1	0	0
fundusz ubezpieczeniowy	1	0	0
korpus dyplomatyczny	1	0	0
majątek narodowy	1	0	0
historyk ze względu na epokę zainteresowania	1	1	0
podmiot gospodarczy	1	0	0
przemysł skórzany	1	0	0
przemysł tytoniowy	1	0	0
rynek kapitałowy	1	0	0
znak interpunkcyjny	1	0	0
część zdania	1	0	0
system energetyczny	1	0	1
fundusz alimentacyjny	1	0	1
rynek pieniężny	1	0	0
królowa matka	1	0	0
lis srebrny	1	0	0
okręt flagowy	1	0	0
północny wschód	1	0	0
wielki wezyr	1	0	0
plan amerykański	1	0	0
rekwizyt muzyczny	1	0	0
depozyt bankowy	1	0	0
dzień roboczy	1	0	0
dzień roboczy	2	0	0
kredyt hipoteczny	1	0	0
kredyt inwestycyjny	1	0	0
kredyt konsumpcyjny	1	0	0
kredyt refinansowy	1	0	0
list zastawny	1	0	0
korona duńska	1	0	0
rachunek bieżący	1	0	0
rynek podstawowy	1	0	0
rynek równoległy	1	0	0
stan cywilny	1	0	0
wyż demograficzny	1	0	0
blok wschodni	1	0	0
służba bezpieczeństwa	1	0	0
inwalida wojenny	1	0	0
klub poselski	1	0	0
kraj związkowy	1	0	0
władza ustawodawcza	1	0	0
oskarżyciel posiłkowy	1	0	0
oskarżyciel publiczny	1	0	0
podpis elektroniczny	1	0	0
poseł sprawozdawca	1	0	0
program wyborczy	1	0	0
sierżant sztabowy	1	0	0
świadek koronny	1	0	0
głos serca	1	0	0
papier toaletowy	1	0	0
jednostka objętości	1	0	0
dochód narodowy	1	0	0
dodatek funkcyjny	1	0	0
dodatek rodzinny	1	0	0
fundusz socjalny	1	0	0
inwestor strategiczny	1	0	0
kapitał akcyjny	1	0	1
kapitał zakładowy	1	0	1
majątek ruchomy	1	0	0
majątek trwały	1	0	0
absolutna wielkość gwiazdowa	1	0	0
podatek bezpośredni	1	0	0
podatek dochodowy	1	0	0
podatek pośredni	1	0	0
potencjał produkcyjny	1	0	0
próg podatkowy	1	0	0
próg wyborczy	1	0	0
prospekt emisyjny	1	0	0
przyrost naturalny	1	0	0
ruch kołowy	1	0	0
wiek emerytalny	1	0	0
zasiłek rodzinny	1	0	0
zasiłek wychowawczy	1	0	0
ozdoba ciała	1	0	0
rdzeń kręgowy	1	0	0
złamanie otwarte	1	0	0
system nerwowy	1	0	0
blok operacyjny	1	0	0
dom publiczny	1	0	0
dom towarowy	1	0	0
dom zdrojowy	1	0	0
zakład energetyczny	1	0	0
hotel robotniczy	1	0	0
aparat medyczny	1	1	0
baza noclegowa	1	0	0
klub nocny	1	0	0
ogródek działkowy	1	0	0
ogródek jordanowski	1	0	0
park etnograficzny	1	0	0
park krajobrazowy	1	0	0
park narodowy	1	0	0
instytucja opiekuńcza	1	0	0
skład celny	1	0	0
tor wodny	1	0	0
zakład poprawczy	1	0	0
zakład zamknięty	1	0	0
działanie prawne	1	0	0
gaz płynny	1	0	0
gaz ziemny	1	0	0
alkohol etylowy	1	0	0
jednostka energii	1	0	0
kauczuk syntetyczny	1	0	0
olej opałowy	1	0	0
olej silnikowy	1	0	0
węgiel brunatny	1	0	0
węgiel kamienny	1	0	0
wolny rodnik	1	0	0
areszt tymczasowy	1	0	0
okres ochronny	1	0	0
okres próbny	1	0	0
spór zbiorowy	1	0	0
stan wojenny	1	0	0
stan wyjątkowy	1	0	0
strajk okupacyjny	1	0	0
strajk głodowy	1	0	0
urlop wychowawczy	1	0	0
urlop wypoczynkowy	1	0	0
vacatio legis	1	0	0
komitet obywatelski	1	0	1
komitet rodzicielski	1	0	1
sąd królewski	1	0	0
plan perspektywiczny	1	0	0
sąd apelacyjny	2	0	0
sąd apelacyjny	1	0	0
sąd okręgowy	2	0	0
sąd okręgowy	1	0	0
sąd polubowny	2	0	0
sąd polubowny	1	0	0
sąd wojskowy	2	0	0
sąd wojskowy	1	0	0
sędzia śledczy	1	0	0
teatr muzyczny	2	0	0
teatr muzyczny	1	0	0
zakon rycerski	1	0	0
zespół miejski	1	0	0
pamięć operacyjna	1	0	0
czarny rynek	1	0	0
grobowa cisza	1	0	0
dzieło literackie	1	0	0
film dokumentalny	1	0	0
film sensacyjny	1	0	0
kamień węgielny	1	0	0
kwartet smyczkowy	2	0	0
utwór publicystyczny	1	0	0
ruch pieszy	1	0	0
wieniec dożynkowy	1	0	0
gałąź przemysłu	1	0	0
kodeks drogowy	1	0	0
kodeks karny	1	0	0
list intencyjny	1	0	0
plan ogólny	1	0	0
portret pamięciowy	1	0	0
porządek dzienny	1	0	0
porządek prawny	1	0	0
proces karny	1	0	0
skutek prawny	1	0	0
środek prawny	1	0	0
stosunek prawny	1	0	0
system partyjny	1	0	0
system wyborczy	1	0	0
układ zbiorowy	1	0	0
kardiomiopatia ograniczająca	1	0	0
paciorkowiec ropny	1	0	0
gość honorowy	1	0	0
produkt uboczny	1	0	1
dławigad amerykański	1	0	0
spirytus surowy	1	0	0
węgiel drzewny	1	0	0
zjawisko językowe	1	0	0
twórczość związana z projektowaniem	1	1	0
przegląd techniczny	1	0	0
ściana szczytowa	1	0	0
ciąg dalszy	1	0	0
dobór naturalny	1	0	0
grzech pierworodny	1	0	0
język migowy	1	0	0
koloryt lokalny	1	0	0
kryzys rządowy	1	0	1
niż demograficzny	1	0	0
papierek lakmusowy	2	0	0
papierek lakmusowy	1	0	0
sen zimowy	1	0	0
strajk włoski	1	0	0
szum informacyjny	1	0	0
bieg maratoński	1	0	0
język białoruski	1	0	0
język czeski	1	0	0
język grecki	1	0	0
język hebrajski	1	0	0
język hiszpański	1	0	0
język ukraiński	1	0	0
język włoski	1	0	0
język literacki	1	0	0
kapitał finansowy	1	0	1
czas uniwersalny	1	0	0
korytarz powietrzny	1	0	0
list przewozowy	1	0	0
numer kierunkowy	1	0	0
pojazd uprzywilejowany	1	0	0
produkt globalny	1	0	0
protokół dyplomatyczny	1	0	0
punkt karny	1	0	0
środek dowodowy	1	0	1
wózek widłowy	1	0	0
wstęp wolny	1	0	0
bicze wodne	1	0	0
centymetr kwadratowy	1	0	0
centymetr sześcienny	1	0	0
metr bieżący	1	0	0
ciężar właściwy	1	0	0
ostry strzał	1	0	0
bieg jałowy	1	0	0
strzał samobójczy	1	0	0
gabinet mniejszościowy	1	0	1
profesor nadzwyczajny	1	0	0
układ jezdny	1	0	0
kategoria gramatyczna	1	0	0
kierownik literacki	1	0	0
oficer ogniowy	1	0	0
sędzia przysięgły	1	0	0
system semiprezydencki	1	0	0
czas przeszły	1	0	0
czas przyszły	1	0	0
czas teraźniejszy	1	0	0
bohater pozytywny	1	0	0
plan pełny	1	0	0
przemysł tłuszczowy	1	0	0
tłumacz przysięgły	1	0	0
oskarżyciel prywatny	1	0	0
przedstawiciel społeczny	1	0	0
ekspert sądowy	1	0	0
sąd honorowy	1	0	0
sędzia penitencjarny	1	0	0
happy end	1	0	0
pracownik kontraktowy	1	0	0
obiekt organiczny	1	1	0
ruch ekologiczny	1	0	0
stan krytyczny	1	0	0
system penitencjarny	1	0	0
liberalizm gospodarczy	1	0	0
popęd płciowy	1	0	0
Baba Jaga	2	0	0
drążek sterowy	1	0	0
dur brzuszny	1	0	0
dziki lokator	1	0	0
gruczoł krokowy	1	0	0
choroba dziedziczna	1	0	0
jad kiełbasiany	1	0	0
kamień młyński	1	0	0
pęcherzyk żółciowy	1	0	0
Sąd Boży	1	0	0
stos pacierzowy	1	0	0
układ kostny	1	0	0
uwiąd starczy	1	0	0
wał korbowy	1	0	0
wiatr halny	1	0	0
wyrostek robaczkowy	1	0	0
areszt domowy	1	0	0
brat stryjeczny	1	0	0
dochód brutto	1	0	0
dziadek stryjeczny	1	0	0
dzień święty	1	0	0
hetman polny	1	0	0
immunitet dyplomatyczny	1	0	0
list pasterski	1	0	0
marszałek polny	1	0	0
ogień zaporowy	1	0	0
urlop okolicznościowy	1	0	0
syn naturalny	1	0	0
ojciec biologiczny	1	0	0
ojciec duchowny	1	0	0
pilot automatyczny	1	0	1
rozkaz dzienny	1	0	0
sąd doraźny	2	0	0
sąd doraźny	1	0	0
sąd polowy	2	0	0
sąd polowy	1	0	0
słuch absolutny	1	0	0
urząd probierczy	1	0	0
wikariusz generalny	1	0	0
wypadek losowy	1	0	0
odruch warunkowy	1	0	0
pies gończy	1	0	0
seans spirytystyczny	1	0	0
stan wolny	1	0	0
słuch muzyczny	1	0	0
bilet wizytowy	1	0	0
dysk optyczny	1	0	0
krzyż maltański	2	0	0
krzyż maltański	1	0	0
mechanizm zegarowy	1	0	0
mikroskop elektronowy	1	0	0
reflektor punktowy	1	0	0
satelita telekomunikacyjny	1	0	0
telefon wewnętrzny	1	0	0
układ graficzny	1	0	0
wóz techniczny	1	0	0
wóz transmisyjny	1	0	0
zegar słoneczny	1	0	0
ładunek jądrowy	1	0	0
basen portowy	1	0	1
dach dwuspadowy	1	0	0
dach mansardowy	1	0	0
dach łamany	1	0	0
fotel klubowy	1	0	0
głaz narzutowy	1	0	0
majątek nieruchomy	1	0	0
ogród różany	1	0	0
otwór wiertniczy	1	0	0
ołtarz polowy	1	0	0
piorun kulisty	1	0	0
plan sytuacyjny	1	0	1
pokład główny	1	0	0
pulpit sterowniczy	1	0	0
robaczek świętojański	1	0	0
szwedzki stół	1	0	0
wał napędowy	1	0	0
wilczy dół	1	0	0
ładunek elektryczny	1	0	0
łuk triumfalny	1	0	0
bilet powrotny	1	0	0
kapitał obrotowy	1	0	1
narząd rodny	1	0	0
podatek gruntowy	1	0	0
podatek progresywny	1	0	0
produkt finalny	1	0	1
ślub kościelny	1	0	0
urlop zdrowotny	1	0	0
votum separatum	1	0	0
zespół instrumentalny	1	0	0
styl pływacki	1	0	0
artykuł wstępny	1	0	0
film niemy	1	0	0
piasek lotny	1	0	0
pierwiastek promieniotwórczy	1	0	0
ruch wahadłowy	1	0	0
sezon ogórkowy	1	0	0
styl klasyczny	1	0	0
wyraz obcy	1	0	0
głos nosowy	1	0	0
ryjówka białowieska	1	0	0
wiatr południowy	1	0	0
przewrót pałacowy	1	0	0
kwas azotowy	1	0	0
kwas foliowy	1	0	0
kwas nukleinowy	1	0	0
kwas organiczny	1	0	0
kwas siarkowy	1	0	0
pierwiastek śladowy	1	0	0
przemysł górniczy	1	0	0
płyn hamulcowy	1	0	0
płyn infuzyjny	1	0	0
płyn ustrojowy	1	0	0
ręcznik papierowy	1	0	0
środek chwastobójczy	1	0	0
węglowodór aromatyczny	1	0	0
opatrunek gipsowy	1	0	0
pas ratunkowy	1	0	0
wieniec laurowy	1	0	0
kanał burzowy	1	0	0
kod pocztowy	1	0	0
komisarz wojskowy	1	0	0
koń trojański	1	0	0
most pontonowy	1	0	0
muchomor sromotnikowy	1	0	0
nadzór techniczny	1	0	0
oddział zamknięty	1	0	0
piec grzewczy	1	0	0
pirat drogowy	1	0	0
pociąg międzynarodowy	1	0	0
prąd zmienny	1	0	0
prima aprilis	2	0	0
prima aprilis	1	0	0
samolot myśliwski	1	0	0
sklep monopolowy	1	0	0
stopień wodny	1	0	0
stopień wodny	2	0	0
system ekologiczny	1	0	0
system wodny	1	0	1
taniec wojenny	1	0	0
ciąg nieskończony	1	0	0
gol kontaktowy	1	0	0
gołąb pocztowy	1	0	0
kozia bródka	1	0	0
niedźwiedź jaskiniowy	1	0	0
sąd rewizyjny	2	0	0
sąd rewizyjny	1	0	0
kamień budowlany	1	0	0
kąt prosty	1	0	0
lord protektor	1	0	0
niedźwiedź czarny	1	0	0
rok świetlny	1	0	0
spiritus movens	1	0	0
statek flagowy	1	0	1
wąż morski	1	0	0
zysk brutto	1	0	0
kosztorys inwestorski	1	0	0
list żelazny	1	0	0
obwód głosowania	1	0	1
oficer flagowy	1	0	0
oficer liniowy	1	0	0
pies pasterski	1	0	0
skoczek spadochronowy	1	0	0
skoczek spadochronowy	2	0	0
złodziej kieszonkowy	1	0	0
nalot dywanowy	1	0	0
paszport dyplomatyczny	1	0	0
poemat epicki	1	0	0
poemat symfoniczny	1	0	0
przewód sądowy	1	0	0
skrypt dłużny	1	0	0
stos atomowy	1	0	0
strzelec pokładowy	1	0	0
barszcz czerwony	1	0	0
burak ćwikłowy	2	0	0
burak ćwikłowy	1	0	0
cukier puder	1	0	0
inwentarz żywy	1	0	0
kilka zwyczajna	1	0	0
wytwórnia fonograficzna	1	0	1
koper włoski	1	0	0
las deszczowy	1	0	0
tymotka łąkowa	1	0	0
orzech laskowy	1	0	0
orzech kokosowy	1	0	0
pieprz biały	1	0	0
pieprz czarny	1	0	0
klimat umiarkowany	1	0	0
las dziewiczy	1	0	0
pigwa pospolita	1	0	0
kanał wentylacyjny	1	0	0
młynek modlitewny	1	0	0
napęd rakietowy	1	0	0
papier ścierny	1	0	0
pięciobój nowoczesny	1	0	0
pocisk balistyczny	1	0	0
prąd stały	1	0	0
rower wodny	1	0	0
silnik parowy	1	0	0
silnik tłokowy	1	0	0
stołek barowy	1	0	0
wózek dziecięcy	1	0	0
ząb trzonowy	1	0	0
łuk elektryczny	1	0	0
pocisk smugowy	1	0	0
stożek wulkaniczny	1	0	0
wóz drabiniasty	1	0	0
wzór chemiczny	1	0	0
znak wodny	1	0	0
czynność prawna	1	0	0
choroba zwierząt	1	0	0
koń na biegunach	1	0	0
las monsunowy	1	0	0
urzędnik pocztowy	1	0	0
wolny słuchacz	1	0	0
grupa istot	1	1	0
obiekt fizykalny	1	1	0
gończy lucerneński	1	0	0
ubogi krewny	1	0	0
Michelangelo Antonioni	1	0	0
byt o charakterze fizykalnym	1	1	0
proces społeczno-polityczny	1	0	0
znaczek skarbowy	1	0	0
spędzenie płodu	1	0	0
ciążenie powszechne	1	0	0
masa spadkowa	1	0	0
byt o charakterze fizykalnym, rozciągły, którego elementy nie tworzą zwartej całośc i - zarazem - nie są nieodróżnialne od siebie, np. obszar	1	1	0
agent ochrony	1	0	0
przedstawiciel ubezpieczeniowy	1	0	0
as wywiadu	1	0	0
służby wewnętrzne państwa	1	1	0
agent celny	1	0	0
język ciała	1	0	0
elf szary	1	0	0
język quenejski	1	0	0
język stworzony przez Tolkiena	1	1	0
język elfów	1	1	0
język szaroelficki	1	0	0
język sindariński	1	0	0
język sztuczny	1	0	0
język formalny	1	0	0
język esperanto	1	0	0
elf leśny	1	0	0
język nandoriński	1	0	0
język krasnoludów	1	1	0
Czarna Mowa	1	0	0
język orków i sług Saurona	1	1	0
zły duch	2	0	0
Czarny Jeździec	1	0	0
Upiór Pierścienia	1	0	0
Czarni Jeźdźcy	1	0	0
Wielki Pierścień	1	0	0
Jedyny Pierścień	1	0	0
pismo fikcyjne	1	0	0
alfabet fikcyjny	1	0	0
język albański	1	0	0
język amerykański	1	0	0
język arabski	1	0	0
jon dodatni	1	0	0
jon ujemny	1	0	0
jon centralny	1	0	0
żuk gnojak	1	0	0
żuk gnojowy	1	0	0
żuk leśny	1	0	0
żuk gnojarz	1	0	0
żołnierz liniowy	1	0	0
akcent inicjalny	1	0	0
akcent retoryczny	1	0	0
akcent ruchomy	1	0	0
piesek preriowy	1	0	0
akcent toniczny	1	0	0
czarny bez	1	0	0
aktor charakterystyczny	1	0	0
alfabet więzienny	1	0	0
alkohol metylowy	1	0	0
analfabetyzm wtórny	1	0	0
anioł morski	1	0	0
spirytus drzewny	1	0	0
aktor tragiczny	1	0	0
aktor komiczny	1	0	0
aldehyd octowy	1	0	0
aldehyd mrówkowy	1	0	0
adres zwrotny	1	0	0
adiutant przyboczny	1	0	0
aparat stereoskopowy	1	0	0
arbiter elegantiarum	1	0	0
żołądek mięśniowy	1	0	0
związek heterocykliczny	1	0	0
zysk netto	1	0	0
związek frazeologiczny	1	0	0
związek aromatyczny	1	0	0
związek acykliczny	1	0	0
związek łańcuchowy	1	0	0
znicz olimpijski	1	0	0
znak ujemny	1	0	0
znak stenograficzny	1	0	0
znak ochronny	1	0	0
marka ochronna	1	0	0
znak dodatni	1	0	0
areszt prewencyjny	1	0	0
arkusz drukarski	1	0	0
arkusz introligatorski	1	0	0
upadły anioł	2	0	0
arkusz autorski	1	0	0
arkusz wydawniczy	1	0	0
język aramejski	1	0	0
język azerbejdżański	1	0	0
język ogólny	1	0	0
języki indoeuropejskie	1	0	0
etnolekt przynależący do określonej rodziny językowej	1	1	0
język hindi	1	0	0
język portugalski	1	0	0
język bengalski	1	0	0
język urdu	1	0	0
język perski	1	0	0
język paszto	1	0	0
język kurdyjski	1	0	0
język kataloński	1	0	0
język galicyjski	1	0	0
język irlandzki	1	0	0
język szkocki	1	0	0
język walijski	1	0	0
język bretoński	1	0	0
język fryzyjski	1	0	0
język niderlandzki	1	0	0
język luksemburski	1	0	0
język duński	1	0	0
język szwedzki	1	0	0
język norweski	1	0	0
język islandzki	1	0	0
język farerski	1	0	0
język litewski	1	0	0
język łotewski	1	0	0
język kaszubski	1	0	0
język dolnołużycki	1	0	0
język górnołużycki	1	0	0
język słowacki	1	0	0
język bułgarski	1	0	0
język macedoński	1	0	0
język słoweński	1	0	0
język serbski	1	0	0
język chorwacki	1	0	0
język bośniacki	1	0	0
Bóg filozofów	1	0	0
język czarnogórski	1	0	0
języki afroazjatyckie	1	0	0
języki semito-chamickie	1	0	0
języki ałtajskie	1	0	0
język turecki	1	0	0
Czysty Akt	1	0	0
język sanskrycki	1	0	0
język baskijski	1	0	0
natura boska	1	0	0
języki eskimosko-aleuckie	1	0	0
język eskimoski	1	0	0
język tatarski	1	0	0
języki uralskie	1	0	0
język estoński	1	0	0
język fiński	1	0	0
język flamandzki	1	0	0
język hetycki	1	0	0
język holenderski	1	0	0
języki austronezyjskie	1	0	0
język indonezyjski	1	0	0
język węgierski	1	0	0
język wietnamski	1	0	0
języki austroazjatyckie	1	0	0
język izolowany	1	0	0
język japoński	1	0	0
język koreański	1	0	0
język praindoeuropejski	1	0	0
język prasłowiański	1	0	0
język ze względu na odmianę funkcjonalną	1	1	0
język potoczny	1	0	0
język artystyczny	1	0	0
język spustowy	1	0	0
język ezopowy	1	0	0
język naukowy	1	0	0
język wewnętrzny	1	0	0
kod wewnętrzny	1	0	0
rozkaz wewnętrzny	1	0	0
język maszynowy	1	0	0
Układ Słoneczny	1	0	0
okresowy układ pierwiastków chemicznych	1	0	1
układ adaptacyjny	1	0	0
kabel koncentryczny	1	0	0
kaczka krzyżówka	1	0	0
kalendarz kościelny	1	0	0
kalendarz wyborczy	1	0	0
kalendarzyk małżeński	1	0	0
kamień kotłowy	1	0	0
kamień nazębny	1	0	0
kamień litograficzny	1	0	0
kamień milowy	2	0	0
kamień milowy	1	0	0
kamień nagrobny	1	0	0
kamień probierczy	1	0	0
kamień szlifierski	1	0	0
kształt aerodynamiczny	1	0	0
kanał energetyczny	1	0	0
kanał morski	1	0	0
kanał portowy	1	0	0
kapelusz kardynalski	1	0	0
kapelusz panamski	1	0	0
artykuł hasłowy	1	0	0
znak graficzny	1	0	0
znak diakrytyczny	1	0	0
atak frontalny	1	0	0
atrament sympatyczny	1	0	0
kapitał czynny	1	0	1
karmnik automatyczny	1	0	0
nawigator automatyczny	1	0	0
kapitał stały	1	0	1
złota płyta	1	0	0
azbest chryzotylowy	1	0	0
kapitał trwały	1	0	1
kapitał zmienny	1	0	1
roślina ogrodowa	1	0	0
złocień maruna	1	0	0
barszcz biały	1	0	0
barszcz ukraiński	1	0	0
zimowit jesienny	1	0	0
baba jaga	1	0	0
karabinek sportowy	1	0	0
Baba Jędza	1	0	0
karabin myśliwski	1	0	0
bar micwa	1	0	0
zielony stolik	1	0	0
karabin skałkowy	1	0	0
zielony rynek	1	0	0
karp królewski	1	0	0
basen oceaniczny	1	0	0
kaszel suchy	1	0	0
basen sedymentacyjny	1	0	0
zgon naturalny	1	0	0
szal kaszmirski	1	0	0
zez zbieżny	1	0	0
zez rozbieżny	1	0	0
skorupa ziemska	1	0	0
układ elektroniczny	1	0	0
katalog działowy	1	0	0
zegar systemowy	1	0	0
katalog przedmiotowy	1	0	0
katalog rzeczowy	1	0	0
bębenek baskijski	1	0	0
katar sienny	1	0	0
zegar piaskowy	1	0	0
basen modelowy	1	0	0
zegar kwarcowy	1	0	0
basen kryty	1	0	1
bawełnica korówka	1	0	0
korówka wełnista	1	0	0
kredyt rewolwingowy	1	0	0
bedlington terrier	1	0	0
kąt płaski	1	0	0
dzięgiel lekarski	1	0	0
kąt ostry	1	0	0
kąt pełny	1	0	0
kąt półpełny	1	0	0
kąt rozwarty	1	0	0
kąt wklęsły	1	0	0
kąt wypukły	1	0	0
kąt bryłowy	1	0	0
kąt dwuścienny	1	0	0
kąt graniczny	1	0	0
berek kucany	1	0	0
zegar atomowy	1	0	0
zegar astronomiczny	1	0	0
ząb sieczny	1	0	0
zamach samobójczy	1	0	0
zakwas chlebowy	1	0	0
człowiek o określonej narodowości, przynależności państwowej	1	1	0
zakon kontemplacyjny	1	0	0
zakon klauzurowy	1	0	0
zając szarak	1	0	0
zając morski	1	0	0
beret baskijski	1	0	0
zaimek zwrotny	1	0	0
zaimek względny	1	0	0
zaimek pytajny	1	0	0
zaimek przymiotny	1	0	0
zaimek przeczący	1	0	0
zaimek osobowy	1	0	0
zaimek nieokreślony	1	0	0
zaimek liczebny	1	0	0
zaimek dzierżawczy	1	0	0
zaimek anaforyczny	1	0	0
skrzynia biegów	1	0	0
wzrost olbrzymi	1	0	0
wzór sumaryczny	1	0	0
wzór strukturalny	1	0	0
bieg bezpośredni	1	0	0
wzór redukcyjny	1	0	0
bieg pierwszy	1	0	0
bieg wsteczny	1	0	0
wzór norweski	1	0	0
biały karzeł	1	0	0
wzór kulturowy	1	0	0
biały szafir	1	0	0
biały węgiel	1	0	0
elektrownia wodna	1	0	0
elektrownia słoneczna	1	0	0
elektrownia atomowa	1	0	0
elektrownia jądrowa	1	0	0
elektrownia cieplna	1	0	0
elektrownia geotermiczna	1	0	0
elektrownia pływowa	1	0	0
źródło pola	1	0	0
biegun elektryczny	1	0	0
biegun magnetyczny	1	0	0
bieg patrolowy	1	0	0
marsz patrolowy	1	0	0
bieg płaski	1	0	0
wziernik optyczny	1	0	0
wzgórek łonowy	1	0	0
wysoki połysk	1	0	0
wyraz wolny	1	0	0
wyraz pokrewny	1	0	0
wyraz podstawowy	1	0	0
podstawa słowotwórcza	1	0	0
wyraz pochodny	1	0	0
wyraz bliskoznaczny	1	0	0
wypoczynek czynny	1	0	0
aktywny wypoczynek	1	0	0
wypoczynek bierny	1	0	0
wynagrodzenie netto	1	0	1
wynagrodzenie brutto	1	0	1
wymieniacz jonowy	1	0	0
wykres kolumnowy	1	0	0
wyjazd motywacyjny	1	0	1
wyciąg fortepianowy	1	0	0
wulkan czynny	1	0	1
wulkan błotny	1	0	0
wujeczny brat	1	0	0
wstrząs anafilaktyczny	1	0	0
reakcja anafilaktyczna	1	0	0
wóz meblowy	1	0	0
wózek szpitalny	1	0	1
wózek spacerowy	1	0	0
wózek akumulatorowy	1	0	0
wół piżmowy	1	0	0
ssak łożyskowy	1	0	0
wódz naczelny	1	0	0
ptasznik królewski	1	0	0
kredyt państwowy	1	0	0
wosk ziemny	1	0	0
worek trzewiowy	1	0	0
worek płucny	1	0	0
błona surowicza	1	0	0
worek osierdziowy	1	0	0
wołek zbożowy	1	0	0
wniosek wolny	1	0	0
włamywacz komputerowy	1	0	0
wlew kroplowy	1	0	0
wilczy głód	1	0	0
wilczomlecz piękny	1	0	0
wilczarz irlandzki	1	0	0
pies myśliwski	1	0	0
wikariusz kapitulny	1	0	0
wikariat apostolski	1	0	0
więzień kryminalny	1	0	0
rząd większościowy	1	0	1
gabinet większościowy	1	0	1
wierzyciel solidarny	1	0	0
wiersz leoniński	1	0	0
wiersz biały	1	0	0
wielościan foremny	1	0	0
wielokąt foremny	1	0	0
wielbłąd jednogarbny	1	0	0
wielbłąd dwugarbny	1	0	0
wiek rozrodczy	1	0	0
wiek reprodukcyjny	1	0	0
wiek przejściowy	2	0	0
wiek przejściowy	1	0	0
wiek przedszkolny	1	0	0
wiek przedprodukcyjny	1	0	0
wiek produkcyjny	1	0	0
wiek nieprodukcyjny	1	0	0
wiek matuzalemowy	1	0	0
wiek chrystusowy	1	0	0
wiek balzakowski	1	0	0
wiąz górski	1	0	0
wiatrak holenderski	1	0	0
white paper	1	0	0
węzeł płaski	1	0	0
koźlarz czerwony	1	0	0
węglan kwaśny	1	0	0
wędrówka dusz	1	0	0
węgiel promieniotwórczy	1	0	0
warunek dostateczny	1	0	0
wapień numulitowy	1	0	0
